1 -486.927977 -1120.907822 -116.901908 421.776382
2 -848.775955 -2061.015644 -227.003816 689.754165
3 -1268.143932 -2755.523466 -422.505724 918.394754
4 -1890.551909 -4664.231288 -484.007632 1620.309987
5 -2226.079886 -5050.139110 -608.709540 1784.120153
6 -2479.927864 -5667.246932 -753.011448 1963.114271
7 -2668.535841 -6130.154753 -850.713356 2105.544014
8 -2945.423818 -6421.662575 -906.015263 2265.270082
9 -3270.991796 -7082.970397 -989.517171 2546.002012
10 -3517.759773 -7688.878219 -984.819079 2784.991307
11 -3678.327750 -8004.586041 -1004.920987 2899.562887
12 -3922.615728 -8089.693863 -1015.222895 3091.943037
13 -4131.303705 -8207.401685 -1062.724803 3225.353911
14 -4251.231682 -8359.509507 -1173.626711 3281.700837
15 -4288.719659 -8417.817329 -1184.528619 3312.987823
16 -4415.247637 -8642.577976 -1192.430527 3429.489234
17 -4552.535614 -9014.032973 -1166.132435 3553.319871
18 -4715.143591 -9457.140795 -1184.834343 3710.549940
19 -4765.591569 -9593.848616 -1222.336251 3715.579090
20 -4868.519546 -9724.956438 -1241.438159 3808.957742
21 -4978.407523 -9813.064260 -1312.740067 3891.275880
22 -5152.855500 -10234.669718 -1298.841975 4072.428241
23 -5346.663478 -10570.118341 -1301.943883 4275.188892
24 -5397.471455 -10784.187726 -1285.245790 4334.118130
25 -5468.479432 -10977.495548 -1328.547698 4386.373996
26 -5538.607410 -11211.603370 -1365.449606 4439.734261
27 -5610.335387 -11393.111192 -1369.351514 4497.438235
28 -5667.463364 -11599.819014 -1370.253422 4564.257319
29 -5746.911342 -11802.926836 -1355.155330 4675.733103
30 -5785.039319 -11796.234658 -1391.457238 4707.275608
31 -5845.127296 -11824.942479 -1423.959146 4718.868272
32 -5951.815273 -11968.450301 -1427.861054 4827.984845
33 -6060.663251 -12124.158123 -1470.962962 4913.071354
34 -6096.791228 -12179.453200 -1440.464870 4948.547743
35 -6185.839205 -12514.901823 -1468.366778 5035.870023
36 -6205.287183 -12547.750447 -1499.868686 5041.848479
37 -6273.095160 -12641.999071 -1459.770594 5135.749396
38 -6305.983137 -12710.047694 -1463.872502 5170.920713
39 -6387.231114 -12822.696318 -1458.774410 5253.628105
40 -6431.199092 -12924.944941 -1486.676317 5297.306085
41 -6502.527069 -13124.820699 -1548.578225 5363.822493
42 -6587.015046 -13304.928521 -1537.280133 5442.104243
43 -6703.023024 -13668.890812 -1502.582041 5586.196292
44 -6771.791001 -13910.939435 -1496.883949 5648.939696
45 -6787.518978 -13887.588059 -1495.585857 5685.574073
46 -6818.406956 -13961.036682 -1512.487765 5723.452256
47 -6835.174933 -13960.085306 -1508.389673 5737.568033
48 -6891.262910 -14160.333929 -1506.891581 5802.271790
49 -6908.430887 -14219.982553 -1517.193489 5821.702840
50 -6935.638865 -14304.431176 -1541.295397 5832.288977
51 -6943.206842 -14310.479800 -1540.197305 5841.904060
52 -7001.734819 -14550.128423 -1530.899213 5917.888511
53 -7018.262797 -14597.377047 -1596.801121 5918.885979
54 -7057.310774 -14697.425670 -1600.703029 5954.249546
55 -7083.958751 -14751.474294 -1636.804937 5962.677278
56 -7123.846728 -14751.922918 -1658.106844 5964.359611
57 -7174.374706 -14750.371541 -1673.808752 6029.179082
58 -7243.462683 -14761.020165 -1693.110660 6075.362626
59 -7272.790660 -14839.268788 -1692.012568 6108.408504
60 -7338.598638 -14928.317412 -1688.714476 6151.852396
61 -7336.846615 -14996.166035 -1675.616384 6165.365312
62 -7370.894592 -15048.814659 -1662.118292 6197.579142
63 -7450.382570 -15204.792781 -1640.420200 6287.754065
64 -7574.190547 -15763.100603 -1611.322108 6449.493145
65 -7642.398524 -15912.608425 -1669.424016 6507.395380
66 -7637.926501 -15894.116247 -1644.325924 6521.517378
67 -7694.814479 -15959.824069 -1684.227832 6576.712605
68 -7728.462456 -16085.731890 -1677.529740 6628.169224
69 -7751.070433 -16128.639712 -1675.631648 6659.196371
70 -7783.638411 -16269.747534 -1646.533556 6729.086842
71 -7783.846388 -16272.655356 -1641.035464 6738.345570
72 -7792.974365 -16312.763178 -1642.137371 6744.270064
73 -7816.662342 -16432.271000 -1652.039279 6778.244465
74 -7839.070320 -16544.378822 -1659.541187 6806.009202
75 -7854.358297 -16580.886644 -1689.843095 6825.186589
76 -7977.366274 -17041.194466 -1681.345003 6974.717651
77 -7991.134252 -17081.702288 -1672.846911 6972.075099
78 -7987.982229 -17073.410110 -1656.148819 6987.697394
79 -7990.710206 -17087.717932 -1661.050727 6977.451817
80 -8002.118184 -17108.425753 -1668.152635 6983.208750
81 -8031.926161 -17121.333575 -1643.654543 7019.210532
82 -8079.694138 -17258.841397 -1695.556451 7054.655260
83 -8125.022115 -17289.549219 -1725.258359 7051.626634
84 -8141.790093 -17388.857041 -1690.160267 7089.418028
85 -8133.358070 -17411.764863 -1656.862175 7106.249470
86 -8129.926047 -17383.872685 -1631.564083 7109.707598
87 -8128.854025 -17393.980507 -1655.265991 7116.041648
88 -8131.062002 -17446.488329 -1649.167898 7126.846177
89 -8140.389979 -17455.596151 -1660.669806 7149.306141
90 -8152.277956 -17435.503973 -1692.771714 7159.273166
91 -8150.885934 -17474.411795 -1686.873622 7178.254128
92 -8158.853911 -17508.319616 -1675.375530 7194.972444
93 -8152.421888 -17493.427438 -1660.677438 7187.542956
94 -8161.349866 -17468.335260 -1652.779346 7200.978915
95 -8175.597843 -17440.043082 -1686.281254 7215.742976
96 -8212.645820 -17466.550904 -1648.983162 7259.008375
97 -8218.893798 -17483.658726 -1630.085070 7251.136977
